Title,"HE qualifications obtained by subject area, sex, level of qualification, mode of study and country of HE provider",,,,,
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Male,2018/19,55
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Other,2018/19,0
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Total,2018/19,115
(H) Creative arts & design,All undergraduate,Full-time,Wales,Female,2014/15,1350
(H) Creative arts & design,All undergraduate,Full-time,Wales,Male,2014/15,965
(H) Creative arts & design,All undergraduate,Full-time,Wales,Other,2014/15,0
(H) Creative arts & design,All undergraduate,Full-time,Wales,Total,2014/15,2315
(H) Creative arts & design,All undergraduate,Full-time,Wales,Female,2015/16,1350
(H) Creative arts & design,All undergraduate,Full-time,Wales,Male,2015/16,1055
(H) Creative arts & design,All undergraduate,Full-time,Wales,Other,2015/16,5
(H) Creative arts & design,All undergraduate,Full-time,Wales,Total,2015/16,2410
(H) Creative arts & design,All undergraduate,Full-time,Wales,Female,2016/17,1465
(H) Creative arts & design,All undergraduate,Full-time,Wales,Male,2016/17,1025
(H) Creative arts & design,All undergraduate,Full-time,Wales,Other,2016/17,5
(H) Creative arts & design,All undergraduate,Full-time,Wales,Total,2016/17,2490
(H) Creative arts & design,All undergraduate,Full-time,Wales,Female,2017/18,1390
(H) Creative arts & design,All undergraduate,Full-time,Wales,Male,2017/18,1040
(H) Creative arts & design,All undergraduate,Full-time,Wales,Other,2017/18,5
(H) Creative arts & design,All undergraduate,Full-time,Wales,Total,2017/18,2435
(H) Creative arts & design,All undergraduate,Full-time,Wales,Female,2018/19,1380
(H) Creative arts & design,All undergraduate,Full-time,Wales,Male,2018/19,1015
(H) Creative arts & design,All undergraduate,Full-time,Wales,Other,2018/19,5
(H) Creative arts & design,All undergraduate,Full-time,Wales,Total,2018/19,2400
(H) Creative arts & design,All undergraduate,Part-time,Wales,Female,2014/15,60
(H) Creative arts & design,All undergraduate,Part-time,Wales,Male,2014/15,35
(H) Creative arts & design,All undergraduate,Part-time,Wales,Other,2014/15,0
(H) Creative arts & design,All undergraduate,Part-time,Wales,Total,2014/15,95
(H) Creative arts & design,All undergraduate,Part-time,Wales,Female,2015/16,50
(H) Creative arts & design,All undergraduate,Part-time,Wales,Male,2015/16,15
(H) Creative arts & design,All undergraduate,Part-time,Wales,Other,2015/16,0
(H) Creative arts & design,All undergraduate,Part-time,Wales,Total,2015/16,70
(H) Creative arts & design,All undergraduate,Part-time,Wales,Female,2016/17,30
(H) Creative arts & design,All undergraduate,Part-time,Wales,Male,2016/17,20
(H) Creative arts & design,All undergraduate,Part-time,Wales,Other,2016/17,0
(H) Creative arts & design,All undergraduate,Part-time,Wales,Total,2016/17,50
(H) Creative arts & design,All undergraduate,Part-time,Wales,Female,2017/18,40
(H) Creative arts & design,All undergraduate,Part-time,Wales,Male,2017/18,25
(H) Creative arts & design,All undergraduate,Part-time,Wales,Other,2017/18,0
(H) Creative arts & design,All undergraduate,Part-time,Wales,Total,2017/18,65
(H) Creative arts & design,All undergraduate,Part-time,Wales,Female,2018/19,45
(H) Creative arts & design,All undergraduate,Part-time,Wales,Male,2018/19,15
(H) Creative arts & design,All undergraduate,Part-time,Wales,Other,2018/19,0
(H) Creative arts & design,All undergraduate,Part-time,Wales,Total,2018/19,60
(H) Creative arts & design,All undergraduate,All,All,Female,2014/15,28205
(H) Creative arts & design,All undergraduate,All,All,Male,2014/15,16275
(H) Creative arts & design,All undergraduate,All,All,Other,2014/15,15
(H) Creative arts & design,All undergraduate,All,All,Total,2014/15,44495
(H) Creative arts & design,All undergraduate,All,All,Female,2015/16,28460
(H) Creative arts & design,All undergraduate,All,All,Male,2015/16,16335
(H) Creative arts & design,All undergraduate,All,All,Other,2015/16,15
(H) Creative arts & design,All undergraduate,All,All,Total,2015/16,44815
(H) Creative arts & design,All undergraduate,All,All,Female,2016/17,29875
(H) Creative arts & design,All undergraduate,All,All,Male,2016/17,16395
(H) Creative arts & design,All undergraduate,All,All,Other,2016/17,25
(H) Creative arts & design,All undergraduate,All,All,Total,2016/17,46290
(H) Creative arts & design,All undergraduate,All,All,Female,2017/18,30055
(H) Creative arts & design,All undergraduate,All,All,Male,2017/18,16145
(H) Creative arts & design,All undergraduate,All,All,Other,2017/18,55
(H) Creative arts & design,All undergraduate,All,All,Total,2017/18,46255
(H) Creative arts & design,All undergraduate,All,All,Female,2018/19,30925
(H) Creative arts & design,All undergraduate,All,All,Male,2018/19,16570
(H) Creative arts & design,All undergraduate,All,All,Other,2018/19,80
(H) Creative arts & design,All undergraduate,All,All,Total,2018/19,47580
(H) Creative arts & design,All undergraduate,All,England,Female,2014/15,24740
(H) Creative arts & design,All undergraduate,All,England,Male,2014/15,14075
(H) Creative arts & design,All undergraduate,All,England,Other,2014/15,10
(H) Creative arts & design,All undergraduate,All,England,Total,2014/15,38820
(H) Creative arts & design,All undergraduate,All,England,Female,2015/16,24860
(H) Creative arts & design,All undergraduate,All,England,Male,2015/16,13945
(H) Creative arts & design,All undergraduate,All,England,Other,2015/16,5
(H) Creative arts & design,All undergraduate,All,England,Total,2015/16,38810
(H) Creative arts & design,All undergraduate,All,England,Female,2016/17,26080
(H) Creative arts & design,All undergraduate,All,England,Male,2016/17,14140
(H) Creative arts & design,All undergraduate,All,England,Other,2016/17,15
(H) Creative arts & design,All undergraduate,All,England,Total,2016/17,40240
(H) Creative arts & design,All undergraduate,All,England,Female,2017/18,26400
(H) Creative arts & design,All undergraduate,All,England,Male,2017/18,13890
(H) Creative arts & design,All undergraduate,All,England,Other,2017/18,40
(H) Creative arts & design,All undergraduate,All,England,Total,2017/18,40325
(H) Creative arts & design,All undergraduate,All,England,Female,2018/19,27175
(H) Creative arts & design,All undergraduate,All,England,Male,2018/19,14330
(H) Creative arts & design,All undergraduate,All,England,Other,2018/19,65
(H) Creative arts & design,All undergraduate,All,England,Total,2018/19,41570
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Female,2014/15,270
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Male,2014/15,205
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Other,2014/15,0
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Total,2014/15,475
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Female,2015/16,360
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Male,2015/16,215
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Other,2015/16,0
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Total,2015/16,575
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Female,2016/17,350
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Male,2016/17,210
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Other,2016/17,0
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Total,2016/17,555
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Female,2017/18,310
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Male,2017/18,200
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Other,2017/18,0
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Total,2017/18,510
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Female,2018/19,320
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Male,2018/19,205
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Other,2018/19,0
(H) Creative arts & design,All undergraduate,All,Northern Ireland,Total,2018/19,525
(H) Creative arts & design,All undergraduate,All,Scotland,Female,2014/15,1785
(H) Creative arts & design,All undergraduate,All,Scotland,Male,2014/15,1000
(H) Creative arts & design,All undergraduate,All,Scotland,Other,2014/15,5
(H) Creative arts & design,All undergraduate,All,Scotland,Total,2014/15,2790
(H) Creative arts & design,All undergraduate,All,Scotland,Female,2015/16,1835
(H) Creative arts & design,All undergraduate,All,Scotland,Male,2015/16,1110
(H) Creative arts & design,All undergraduate,All,Scotland,Other,2015/16,5
(H) Creative arts & design,All undergraduate,All,Scotland,Total,2015/16,2945
(H) Creative arts & design,All undergraduate,All,Scotland,Female,2016/17,1950
(H) Creative arts & design,All undergraduate,All,Scotland,Male,2016/17,1000
(H) Creative arts & design,All undergraduate,All,Scotland,Other,2016/17,5
(H) Creative arts & design,All undergraduate,All,Scotland,Total,2016/17,2955
(H) Creative arts & design,All undergraduate,All,Scotland,Female,2017/18,1915
(H) Creative arts & design,All undergraduate,All,Scotland,Male,2017/18,1000
(H) Creative arts & design,All undergraduate,All,Scotland,Other,2017/18,10
(H) Creative arts & design,All undergraduate,All,Scotland,Total,2017/18,2920
(H) Creative arts & design,All undergraduate,All,Scotland,Female,2018/19,2010
(H) Creative arts & design,All undergraduate,All,Scotland,Male,2018/19,1010
(H) Creative arts & design,All undergraduate,All,Scotland,Other,2018/19,10
(H) Creative arts & design,All undergraduate,All,Scotland,Total,2018/19,3030
(H) Creative arts & design,All undergraduate,All,Wales,Female,2014/15,1410
(H) Creative arts & design,All undergraduate,All,Wales,Male,2014/15,1000
(H) Creative arts & design,All undergraduate,All,Wales,Other,2014/15,0
(H) Creative arts & design,All undergraduate,All,Wales,Total,2014/15,2410
(H) Creative arts & design,All undergraduate,All,Wales,Female,2015/16,1405
(H) Creative arts & design,All undergraduate,All,Wales,Male,2015/16,1070
(H) Creative arts & design,All undergraduate,All,Wales,Other,2015/16,5
(H) Creative arts & design,All undergraduate,All,Wales,Total,2015/16,2480
(H) Creative arts & design,All undergraduate,All,Wales,Female,2016/17,1495
(H) Creative arts & design,All undergraduate,All,Wales,Male,2016/17,1045
(H) Creative arts & design,All undergraduate,All,Wales,Other,2016/17,5
(H) Creative arts & design,All undergraduate,All,Wales,Total,2016/17,2540
(H) Creative arts & design,All undergraduate,All,Wales,Female,2017/18,1430
(H) Creative arts & design,All undergraduate,All,Wales,Male,2017/18,1065
(H) Creative arts & design,All undergraduate,All,Wales,Other,2017/18,5
(H) Creative arts & design,All undergraduate,All,Wales,Total,2017/18,2500
(H) Creative arts & design,All undergraduate,All,Wales,Female,2018/19,1425
(H) Creative arts & design,All undergraduate,All,Wales,Male,2018/19,1030
(H) Creative arts & design,All undergraduate,All,Wales,Other,2018/19,5
(H) Creative arts & design,All undergraduate,All,Wales,Total,2018/19,2460
(I) Education,All,Full-time,All,Female,2014/15,34990
(I) Education,All,Full-time,All,Male,2014/15,10130
(I) Education,All,Full-time,All,Other,2014/15,5
(I) Education,All,Full-time,All,Total,2014/15,45125
(I) Education,All,Full-time,All,Female,2015/16,34185
(I) Education,All,Full-time,All,Male,2015/16,9685
(I) Education,All,Full-time,All,Other,2015/16,5
(I) Education,All,Full-time,All,Total,2015/16,43880
(I) Education,All,Full-time,All,Female,2016/17,33790
(I) Education,All,Full-time,All,Male,2016/17,9520
(I) Education,All,Full-time,All,Other,2016/17,5
(I) Education,All,Full-time,All,Total,2016/17,43315
(I) Education,All,Full-time,All,Female,2017/18,34610
(I) Education,All,Full-time,All,Male,2017/18,9650
(I) Education,All,Full-time,All,Other,2017/18,10
(I) Education,All,Full-time,All,Total,2017/18,44270
(I) Education,All,Full-time,All,Female,2018/19,35325
(I) Education,All,Full-time,All,Male,2018/19,9535
(I) Education,All,Full-time,All,Other,2018/19,20
(I) Education,All,Full-time,All,Total,2018/19,44880
(I) Education,All,Part-time,All,Female,2014/15,19080
(I) Education,All,Part-time,All,Male,2014/15,6830
(I) Education,All,Part-time,All,Other,2014/15,5
(I) Education,All,Part-time,All,Total,2014/15,25920
(I) Education,All,Part-time,All,Female,2015/16,18415
(I) Education,All,Part-time,All,Male,2015/16,6945
(I) Education,All,Part-time,All,Other,2015/16,0
(I) Education,All,Part-time,All,Total,2015/16,25360
(I) Education,All,Part-time,All,Female,2016/17,18265
(I) Education,All,Part-time,All,Male,2016/17,6765
(I) Education,All,Part-time,All,Other,2016/17,5
(I) Education,All,Part-time,All,Total,2016/17,25035
(I) Education,All,Part-time,All,Female,2017/18,16490
(I) Education,All,Part-time,All,Male,2017/18,6375
(I) Education,All,Part-time,All,Other,2017/18,10
(I) Education,All,Part-time,All,Total,2017/18,22875
(I) Education,All,Part-time,All,Female,2018/19,15995
(I) Education,All,Part-time,All,Male,2018/19,5935
(I) Education,All,Part-time,All,Other,2018/19,20
(I) Education,All,Part-time,All,Total,2018/19,21955
(I) Education,All,Full-time,England,Female,2014/15,29885
(I) Education,All,Full-time,England,Male,2014/15,8685
(I) Education,All,Full-time,England,Other,2014/15,0
(I) Education,All,Full-time,England,Total,2014/15,38570
(I) Education,All,Full-time,England,Female,2015/16,29205
(I) Education,All,Full-time,England,Male,2015/16,8315
(I) Education,All,Full-time,England,Other,2015/16,5
(I) Education,All,Full-time,England,Total,2015/16,37525
(I) Education,All,Full-time,England,Female,2016/17,28385
(I) Education,All,Full-time,England,Male,2016/17,8095
(I) Education,All,Full-time,England,Other,2016/17,0
(I) Education,All,Full-time,England,Total,2016/17,36485
(I) Education,All,Full-time,England,Female,2017/18,29520
(I) Education,All,Full-time,England,Male,2017/18,8185
(I) Education,All,Full-time,England,Other,2017/18,5
(I) Education,All,Full-time,England,Total,2017/18,37710
(I) Education,All,Full-time,England,Female,2018/19,29615
(I) Education,All,Full-time,England,Male,2018/19,7980
(I) Education,All,Full-time,England,Other,2018/19,15
(I) Education,All,Full-time,England,Total,2018/19,37605
